STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2019
1,0,Alabama,Alabama,4779736,4780125,4903185
1,1,Alabama,Autauga County,54571,54597,55869
1,3,Alabama,Baldwin County,182265,182265,223234
1,5,Alabama,Barbour County,27457,27455,24686
1,7,Alabama,Bibb County,22915,22915,22394
1,9,Alabama,Blount County,57322,57322,57826
1,11,Alabama,Bullock County,10914,10911,10101
1,13,Alabama,Butler County,20947,20940,19448
1,15,Alabama,Calhoun County,118572,118526,113605
1,17,Alabama,Chambers County,34215,34169,33254
1,19,Alabama,Cherokee County,25989,25979,26196
1,21,Alabama,Chilton County,43643,43632,44428
1,23,Alabama,Choctaw County,13859,13858,12589
1,25,Alabama,Clarke County,25833,25833,23622
1,27,Alabama,Clay County,13932,13930,13235
1,29,Alabama,Cleburne County,14972,14972,14910
1,31,Alabama,Coffee County,49948,49955,52342
1,33,Alabama,Colbert County,54428,54428,55241
1,35,Alabama,Conecuh County,13228,13236,12067
1,37,Alabama,Coosa County,11539,11756,10663
1,39,Alabama,Covington County,37765,37762,37049
1,41,Alabama,Crenshaw County,13906,13893,13772
1,43,Alabama,Cullman County,80406,80406,83768
1,45,Alabama,Dale County,50251,50251,49172
1,47,Alabama,Dallas County,43820,43813,37196
1,49,Alabama,DeKalb County,71109,71120,71513
1,51,Alabama,Elmore County,79303,79272,81209
1,53,Alabama,Escambia County,38319,38320,36633
1,55,Alabama,Etowah County,104430,104429,102268
1,57,Alabama,Fayette County,17241,17235,16302
1,59,Alabama,Franklin County,31704,31709,31362
1,61,Alabama,Geneva County,26790,26781,26271
1,63,Alabama,Greene County,9045,9039,8111
1,65,Alabama,Hale County,15760,15762,14651
1,67,Alabama,Henry County,17302,17299,17205
1,69,Alabama,Houston County,101547,101560,105882
1,71,Alabama,Jackson County,53227,53223,51626
1,73,Alabama,Jefferson County,658466,658567,658573
1,75,Alabama,Lamar County,14564,14564,13805
1,77,Alabama,Lauderdale County,92709,92709,92729
1,79,Alabama,Lawrence County,34339,34337,32924
1,81,Alabama,Lee County,140247,140287,164542
1,83,Alabama,Limestone County,82782,82786,98915
1,85,Alabama,Lowndes County,11299,11296,9726
1,87,Alabama,Macon County,21452,21448,18068
1,89,Alabama,Madison County,334811,334807,372909
1,91,Alabama,Marengo County,21027,21048,18863
1,93,Alabama,Marion County,30776,30776,29709
1,95,Alabama,Marshall County,93019,93019,96774
1,97,Alabama,Mobile County,412992,413139,413210
1,99,Alabama,Monroe County,23068,23067,20733
1,101,Alabama,Montgomery County,229363,229375,226486
1,103,Alabama,Morgan County,119490,119490,119679
1,105,Alabama,Perry County,10591,10575,8923
1,107,Alabama,Pickens County,19746,19746,19930
1,109,Alabama,Pike County,32899,32901,33114
1,111,Alabama,Randolph County,22913,22916,22722
1,113,Alabama,Russell County,52947,52963,57961
1,115,Alabama,St. Clair County,83593,83350,89512
1,117,Alabama,Shelby County,195085,195253,217702
1,119,Alabama,Sumter County,13763,13763,12427
1,121,Alabama,Talladega County,82291,82353,79978
1,123,Alabama,Tallapoosa County,41616,41618,40367
1,125,Alabama,Tuscaloosa County,194656,194667,209355
1,127,Alabama,Walker County,67023,67020,63521
1,129,Alabama,Washington County,17581,17580,16326
1,131,Alabama,Wilcox County,11670,11664,10373
1,133,Alabama,Winston County,24484,24488,23629
2,0,Alaska,Alaska,710231,710249,731545
2,13,Alaska,Aleutians East Borough,3141,3141,3337
2,16,Alaska,Aleutians West Census Area,5561,5561,5634
2,20,Alaska,Anchorage Municipality,291826,291836,288000
2,50,Alaska,Bethel Census Area,17013,17013,18386
2,60,Alaska,Bristol Bay Borough,997,997,836
2,68,Alaska,Denali Borough,1826,1822,2097
2,70,Alaska,Dillingham Census Area,4847,4847,4916
2,90,Alaska,Fairbanks North Star Borough,97581,97585,96849
2,100,Alaska,Haines Borough,2508,2508,2530
2,105,Alaska,Hoonah-Angoon Census Area,2150,2103,2148
2,110,Alaska,Juneau City and Borough,31275,31276,31974
2,122,Alaska,Kenai Peninsula Borough,55400,55400,58708
2,130,Alaska,Ketchikan Gateway Borough,13477,13526,13901
2,150,Alaska,Kodiak Island Borough,13592,13606,12998
2,158,Alaska,Kusilvak Census Area,7459,7459,8314
2,164,Alaska,Lake and Peninsula Borough,1631,1635,1592
2,170,Alaska,Matanuska-Susitna Borough,88995,88985,108317
2,180,Alaska,Nome Census Area,9492,9492,10004
2,185,Alaska,North Slope Borough,9430,9430,9832
2,188,Alaska,Northwest Arctic Borough,7523,7523,7621
2,195,Alaska,Petersburg Borough,3815,3207,3266
2,198,Alaska,Prince of Wales-Hyder Census Area,5559,6168,6203
2,220,Alaska,Sitka City and Borough,8881,8881,8493
2,230,Alaska,Skagway Municipality,968,968,1183
2,240,Alaska,Southeast Fairbanks Census Area,7029,7029,6893
2,261,Alaska,Valdez-Cordova Census Area,9636,9636,9202
2,275,Alaska,Wrangell City and Borough,2369,2365,2502
2,282,Alaska,Yakutat City and Borough,662,662,579
2,290,Alaska,Yukon-Koyukuk Census Area,5588,5588,5230
4,0,Arizona,Arizona,6392017,6392288,7278717
4,1,Arizona,Apache County,71518,71517,71887
4,3,Arizona,Cochise County,131346,131359,125922
4,5,Arizona,Coconino County,134421,134426,143476
4,7,Arizona,Gila County,53597,53592,54018
4,9,Arizona,Graham County,37220,37212,38837
4,11,Arizona,Greenlee County,8437,8444,9498
4,12,Arizona,La Paz County,20489,20489,21108
4,13,Arizona,Maricopa County,3817117,3817365,4485414
4,15,Arizona,Mohave County,200186,200182,212181
4,17,Arizona,Navajo County,107449,107488,110924
4,19,Arizona,Pima County,980263,980263,1047279
4,21,Arizona,Pinal County,375770,375764,462789
4,23,Arizona,Santa Cruz County,47420,47420,46498
4,25,Arizona,Yavapai County,211033,211017,235099
4,27,Arizona,Yuma County,195751,195750,213787
5,0,Arkansas,Arkansas,2915918,2916031,3017804
5,1,Arkansas,Arkansas County,19019,19007,17486
5,3,Arkansas,Ashley County,21853,21845,19657
5,5,Arkansas,Baxter County,41513,41511,41932
5,7,Arkansas,Benton County,221339,221348,279141
5,9,Arkansas,Boone County,36903,36920,37432
5,11,Arkansas,Bradley County,11508,11505,10763
5,13,Arkansas,Calhoun County,5368,5368,5189
5,15,Arkansas,Carroll County,27446,27449,28380
5,17,Arkansas,Chicot County,11800,11800,10118
5,19,Arkansas,Clark County,22995,22991,22320
5,21,Arkansas,Clay County,16083,16083,14551
5,23,Arkansas,Cleburne County,25970,25964,24919
5,25,Arkansas,Cleveland County,8689,8692,7956
5,27,Arkansas,Columbia County,24552,24552,23457
5,29,Arkansas,Conway County,21273,21267,20846
5,31,Arkansas,Craighead County,96443,96443,110332
5,33,Arkansas,Crawford County,61948,61935,63257
5,35,Arkansas,Crittenden County,50902,50907,47955
5,37,Arkansas,Cross County,17870,17878,16419
5,39,Arkansas,Dallas County,8116,8124,7009
5,41,Arkansas,Desha County,13008,13002,11361
5,43,Arkansas,Drew County,18509,18517,18219
5,45,Arkansas,Faulkner County,113237,113238,126007
5,47,Arkansas,Franklin County,18125,18137,17715
5,49,Arkansas,Fulton County,12245,12236,12477
5,51,Arkansas,Garland County,96024,95999,99386
5,53,Arkansas,Grant County,17853,17842,18265
5,55,Arkansas,Greene County,42090,42090,45325
5,57,Arkansas,Hempstead County,22609,22587,21532
5,59,Arkansas,Hot Spring County,32923,33011,33771
5,61,Arkansas,Howard County,13789,13781,13202
5,63,Arkansas,Independence County,36647,36641,37825
5,65,Arkansas,Izard County,13696,13703,13629
5,67,Arkansas,Jackson County,17997,17998,16719
5,69,Arkansas,Jefferson County,77435,77456,66824
5,71,Arkansas,Johnson County,25540,25545,26578
5,73,Arkansas,Lafayette County,7645,7643,6624
5,75,Arkansas,Lawrence County,17415,17410,16406
5,77,Arkansas,Lee County,10424,10428,8857
5,79,Arkansas,Lincoln County,14134,14141,13024
5,81,Arkansas,Little River County,13171,13168,12259
5,83,Arkansas,Logan County,22353,22361,21466
5,85,Arkansas,Lonoke County,68356,68382,73309
5,87,Arkansas,Madison County,15717,15723,16576
5,89,Arkansas,Marion County,16653,16644,16694
5,91,Arkansas,Miller County,43462,43462,43257
5,93,Arkansas,Mississippi County,46480,46481,40651
5,95,Arkansas,Monroe County,8149,8155,6701
5,97,Arkansas,Montgomery County,9487,9497,8986
5,99,Arkansas,Nevada County,8997,9020,8252
5,101,Arkansas,Newton County,8330,8315,7753
5,103,Arkansas,Ouachita County,26120,26128,23382
5,105,Arkansas,Perry County,10445,10444,10455
5,107,Arkansas,Phillips County,21757,21755,17782
5,109,Arkansas,Pike County,11291,11287,10718
5,111,Arkansas,Poinsett County,24583,24576,23528
5,113,Arkansas,Polk County,20662,20654,19964
5,115,Arkansas,Pope County,61754,61753,64072
5,117,Arkansas,Prairie County,8715,8716,8062
5,119,Arkansas,Pulaski County,382748,382749,391911
5,121,Arkansas,Randolph County,17969,17969,17958
5,123,Arkansas,St. Francis County,28258,28253,24994
5,125,Arkansas,Saline County,107118,107135,122437
5,127,Arkansas,Scott County,11233,11241,10281
5,129,Arkansas,Searcy County,8195,8195,7881
5,131,Arkansas,Sebastian County,125744,125740,127827
5,133,Arkansas,Sevier County,17058,17059,17007
5,135,Arkansas,Sharp County,17264,17263,17442
5,137,Arkansas,Stone County,12394,12394,12506
5,139,Arkansas,Union County,41639,41639,38682
5,141,Arkansas,Van Buren County,17295,17296,16545
5,143,Arkansas,Washington County,203065,203050,239187
5,145,Arkansas,White County,77076,77086,78753
5,147,Arkansas,Woodruff County,7260,7264,6320
5,149,Arkansas,Yell County,22185,22183,21341
6,0,California,California,37253956,37254519,39512223
6,1,California,Alameda County,1510271,1510258,1671329
6,3,California,Alpine County,1175,1175,1129
6,5,California,Amador County,38091,38091,39752
6,7,California,Butte County,220000,220005,219186
6,9,California,Calaveras County,45578,45578,45905
6,11,California,Colusa County,21419,21407,21547
6,13,California,Contra Costa County,1049025,1049204,1153526
6,15,California,Del Norte County,28610,28610,27812
6,17,California,El Dorado County,181058,181058,192843
6,19,California,Fresno County,930450,930507,999101
6,21,California,Glenn County,28122,28122,28393
6,23,California,Humboldt County,134623,134611,135558
6,25,California,Imperial County,174528,174524,181215
6,27,California,Inyo County,18546,18542,18039
6,29,California,Kern County,839631,839621,900202
6,31,California,Kings County,152982,152974,152940
6,33,California,Lake County,64665,64662,64386
6,35,California,Lassen County,34895,34895,30573
6,37,California,Los Angeles County,9818605,9819968,10039107
6,39,California,Madera County,150865,150834,157327
6,41,California,Marin County,252409,252430,258826
6,43,California,Mariposa County,18251,18247,17203
6,45,California,Mendocino County,87841,87850,86749
6,47,California,Merced County,255793,255796,277680
6,49,California,Modoc County,9686,9682,8841
6,51,California,Mono County,14202,14206,14444
6,53,California,Monterey County,415057,415059,434061
6,55,California,Napa County,136484,136535,137744
6,57,California,Nevada County,98764,98747,99755
6,59,California,Orange County,3010232,3008989,3175692
6,61,California,Placer County,348432,348502,398329
6,63,California,Plumas County,20007,20007,18807
6,65,California,Riverside County,2189641,2189765,2470546
6,67,California,Sacramento County,1418788,1418735,1552058
6,69,California,San Benito County,55269,55265,62808
6,71,California,San Bernardino County,2035210,2035183,2180085
6,73,California,San Diego County,3095313,3095349,3338330
6,75,California,San Francisco County,805235,805184,881549
6,77,California,San Joaquin County,685306,685306,762148
6,79,California,San Luis Obispo County,269637,269597,283111
6,81,California,San Mateo County,718451,718517,766573
6,83,California,Santa Barbara County,423895,423947,446499
6,85,California,Santa Clara County,1781642,1781686,1927852
6,87,California,Santa Cruz County,262382,262350,273213
6,89,California,Shasta County,177223,177221,180080
6,91,California,Sierra County,3240,3239,3005
6,93,California,Siskiyou County,44900,44900,43539
6,95,California,Solano County,413344,413343,447643
6,97,California,Sonoma County,483878,483861,494336
6,99,California,Stanislaus County,514453,514450,550660
6,101,California,Sutter County,94737,94756,96971
6,103,California,Tehama County,63463,63440,65084
6,105,California,Trinity County,13786,13784,12285
6,107,California,Tulare County,442179,442182,466195
6,109,California,Tuolumne County,55365,55368,54478
6,111,California,Ventura County,823318,823398,846006
6,113,California,Yolo County,200849,200855,220500
6,115,California,Yuba County,72155,72142,78668
8,0,Colorado,Colorado,5029196,5029319,5758736
8,1,Colorado,Adams County,441603,441697,517421
8,3,Colorado,Alamosa County,15445,15440,16233
8,5,Colorado,Arapahoe County,572003,572118,656590
8,7,Colorado,Archuleta County,12084,12084,14029
8,9,Colorado,Baca County,3788,3787,3581
8,11,Colorado,Bent County,6499,6499,5577
8,13,Colorado,Boulder County,294567,294560,326196
8,14,Colorado,Broomfield County,55889,55861,70465
8,15,Colorado,Chaffee County,17809,17809,20356
8,17,Colorado,Cheyenne County,1836,1833,1831
8,19,Colorado,Clear Creek County,9088,9073,9700
8,21,Colorado,Conejos County,8256,8256,8205
8,23,Colorado,Costilla County,3524,3524,3887
8,25,Colorado,Crowley County,5823,5823,6061
8,27,Colorado,Custer County,4255,4251,5068
8,29,Colorado,Delta County,30952,30953,31162
8,31,Colorado,Denver County,600158,599825,727211
8,33,Colorado,Dolores County,2064,2064,2055
8,35,Colorado,Douglas County,285465,285465,351154
8,37,Colorado,Eagle County,52197,52201,55127
8,39,Colorado,Elbert County,23086,23088,26729
8,41,Colorado,El Paso County,622263,622253,720403
8,43,Colorado,Fremont County,46824,46828,47839
8,45,Colorado,Garfield County,56389,56373,60061
8,47,Colorado,Gilpin County,5441,5449,6243
8,49,Colorado,Grand County,14843,14843,15734
8,51,Colorado,Gunnison County,15324,15324,17462
8,53,Colorado,Hinsdale County,843,843,820
8,55,Colorado,Huerfano County,6711,6711,6897
8,57,Colorado,Jackson County,1394,1393,1392
8,59,Colorado,Jefferson County,534543,534829,582881
8,61,Colorado,Kiowa County,1398,1398,1406
8,63,Colorado,Kit Carson County,8270,8270,7097
8,65,Colorado,Lake County,7310,7310,8127
8,67,Colorado,La Plata County,51334,51335,56221
8,69,Colorado,Larimer County,299630,299630,356899
8,71,Colorado,Las Animas County,15507,15507,14506
8,73,Colorado,Lincoln County,5467,5469,5701
8,75,Colorado,Logan County,22709,22709,22409
8,77,Colorado,Mesa County,146723,146733,154210
8,79,Colorado,Mineral County,712,712,769
8,81,Colorado,Moffat County,13795,13791,13283
8,83,Colorado,Montezuma County,25535,25541,26183
8,85,Colorado,Montrose County,41276,41276,42758
8,87,Colorado,Morgan County,28159,28159,29068
8,89,Colorado,Otero County,18831,18833,18278
8,91,Colorado,Ouray County,4436,4442,4952
8,93,Colorado,Park County,16206,16203,18845
8,95,Colorado,Phillips County,4442,4442,4265
8,97,Colorado,Pitkin County,17148,17144,17767
8,99,Colorado,Prowers County,12551,12551,12172
8,101,Colorado,Pueblo County,159063,159063,168424
8,103,Colorado,Rio Blanco County,6666,6673,6324
8,105,Colorado,Rio Grande County,11982,11982,11267
8,107,Colorado,Routt County,23509,23506,25638
8,109,Colorado,Saguache County,6108,6108,6824
8,111,Colorado,San Juan County,699,699,728
8,113,Colorado,San Miguel County,7359,7359,8179
8,115,Colorado,Sedgwick County,2379,2382,2248
8,117,Colorado,Summit County,27994,27994,31011
8,119,Colorado,Teller County,23350,23359,25388
8,121,Colorado,Washington County,4814,4812,4908
8,123,Colorado,Weld County,252825,252827,324492
8,125,Colorado,Yuma County,10043,10043,10019
9,0,Connecticut,Connecticut,3574097,3574147,3565287
9,1,Connecticut,Fairfield County,916829,916904,943332
9,3,Connecticut,Hartford County,894014,894052,891720
9,5,Connecticut,Litchfield County,189927,189880,180333
9,7,Connecticut,Middlesex County,165676,165672,162436
9,9,Connecticut,New Haven County,862477,862442,854757
9,11,Connecticut,New London County,274055,274070,265206
9,13,Connecticut,Tolland County,152691,152747,150721
9,15,Connecticut,Windham County,118428,118380,116782
10,0,Delaware,Delaware,897934,897937,973764
10,1,Delaware,Kent County,162310,162350,180786
10,3,Delaware,New Castle County,538479,538484,558753
10,5,Delaware,Sussex County,197145,197103,234225
11,0,District of Columbia,District of Columbia,601723,601767,705749
11,1,District of Columbia,District of Columbia,601723,601767,705749
12,0,Florida,Florida,18801310,18804564,21477737
12,1,Florida,Alachua County,247336,247337,269043
12,3,Florida,Baker County,27115,27115,29210
12,5,Florida,Bay County,168852,168850,174705
12,7,Florida,Bradford County,28520,28519,28201
12,9,Florida,Brevard County,543376,543372,601942
12,11,Florida,Broward County,1748066,1748146,1952778
12,13,Florida,Calhoun County,14625,14627,14105
12,15,Florida,Charlotte County,159978,159967,188910
12,17,Florida,Citrus County,141236,141230,149657
12,19,Florida,Clay County,190865,190878,219252
12,21,Florida,Collier County,321520,321522,384902
12,23,Florida,Columbia County,67531,67526,71686
12,27,Florida,DeSoto County,34862,34862,38001
12,29,Florida,Dixie County,16422,16422,16826
12,31,Florida,Duval County,864263,864253,957755
12,33,Florida,Escambia County,297619,297620,318316
12,35,Florida,Flagler County,95696,95692,115081
12,37,Florida,Franklin County,11549,11549,12125
12,39,Florida,Gadsden County,46389,47744,45660
12,41,Florida,Gilchrist County,16939,16941,18582
12,43,Florida,Glades County,12884,12881,13811
12,45,Florida,Gulf County,15863,15863,13639
12,47,Florida,Hamilton County,14799,14799,14428
12,49,Florida,Hardee County,27731,27737,26937
12,51,Florida,Hendry County,39140,39143,42022
12,53,Florida,Hernando County,172778,172778,193920
12,55,Florida,Highlands County,98786,98784,106221
12,57,Florida,Hillsborough County,1229226,1229202,1471968
12,59,Florida,Holmes County,19927,19923,19617
12,61,Florida,Indian River County,138028,138028,159923
12,63,Florida,Jackson County,49746,49764,46414
12,65,Florida,Jefferson County,14761,14761,14246
12,67,Florida,Lafayette County,8870,8868,8422
12,69,Florida,Lake County,297052,297047,367118
12,71,Florida,Lee County,618754,618755,770577
12,73,Florida,Leon County,275487,275483,293582
12,75,Florida,Levy County,40801,40798,41503
12,77,Florida,Liberty County,8365,8365,8354
12,79,Florida,Madison County,19224,19226,18493
12,81,Florida,Manatee County,322833,322879,403253
12,83,Florida,Marion County,331298,331299,365579
12,85,Florida,Martin County,146318,146852,161000
12,86,Florida,Miami-Dade County,2496435,2497993,2716940
12,87,Florida,Monroe County,73090,73090,74228
12,89,Florida,Nassau County,73314,73310,88625
12,91,Florida,Okaloosa County,180822,180824,210738
12,93,Florida,Okeechobee County,39996,39996,42168
12,95,Florida,Orange County,1145956,1145957,1393452
12,97,Florida,Osceola County,268685,268685,375751
12,99,Florida,Palm Beach County,1320134,1320135,1496770
12,101,Florida,Pasco County,464697,464705,553947
12,103,Florida,Pinellas County,916542,916800,974996
12,105,Florida,Polk County,602095,602073,724777
12,107,Florida,Putnam County,74364,74377,74521
12,109,Florida,St. Johns County,190039,190038,264672
12,111,Florida,St. Lucie County,277789,277255,328297
12,113,Florida,Santa Rosa County,151372,151371,184313
12,115,Florida,Sarasota County,379448,379433,433742
12,117,Florida,Seminole County,422718,422710,471826
12,119,Florida,Sumter County,93420,93420,132420
12,121,Florida,Suwannee County,41551,41555,44417
12,123,Florida,Taylor County,22570,22574,21569
12,125,Florida,Union County,15535,15535,15237
12,127,Florida,Volusia County,494593,494596,553284
12,129,Florida,Wakulla County,30776,30783,33739
12,131,Florida,Walton County,55043,55046,74071
12,133,Florida,Washington County,24896,24896,25473
13,0,Georgia,Georgia,9687653,9688729,10617423
13,1,Georgia,Appling County,18236,18238,18386
13,3,Georgia,Atkinson County,8375,8380,8165
13,5,Georgia,Bacon County,11096,11097,11164
13,7,Georgia,Baker County,3451,3447,3038
13,9,Georgia,Baldwin County,45720,45840,44890
13,11,Georgia,Banks County,18395,18379,19234
13,13,Georgia,Barrow County,69367,69356,83240
13,15,Georgia,Bartow County,100157,100092,107738
13,17,Georgia,Ben Hill County,17634,17660,16700
13,19,Georgia,Berrien County,19286,19293,19397
13,21,Georgia,Bibb County,155547,155783,153159
13,23,Georgia,Bleckley County,13063,13064,12873
13,25,Georgia,Brantley County,18411,18428,19109
13,27,Georgia,Brooks County,16243,16314,15457
13,29,Georgia,Bryan County,30233,30215,39627
13,31,Georgia,Bulloch County,70217,70243,79608
13,33,Georgia,Burke County,23316,23326,22383
13,35,Georgia,Butts County,23655,23695,24936
13,37,Georgia,Calhoun County,6694,6697,6189
13,39,Georgia,Camden County,50513,50512,54666
13,43,Georgia,Candler County,10998,10999,10803
13,45,Georgia,Carroll County,110527,110570,119992
13,47,Georgia,Catoosa County,63942,63925,67580
13,49,Georgia,Charlton County,12171,12171,13392
13,51,Georgia,Chatham County,265128,265127,289430
13,53,Georgia,Chattahoochee County,11267,11263,10907
13,55,Georgia,Chattooga County,26015,26022,24789
13,57,Georgia,Cherokee County,214346,214381,258773
13,59,Georgia,Clarke County,116714,116688,128331
13,61,Georgia,Clay County,3183,3186,2834
13,63,Georgia,Clayton County,259424,259630,292256
13,65,Georgia,Clinch County,6798,6792,6618
13,67,Georgia,Cobb County,688078,688065,760141
13,69,Georgia,Coffee County,42356,42347,43273
13,71,Georgia,Colquitt County,45498,45496,45600
13,73,Georgia,Columbia County,124053,124016,156714
13,75,Georgia,Cook County,17212,17207,17270
13,77,Georgia,Coweta County,127317,127369,148509
13,79,Georgia,Crawford County,12630,12601,12404
13,81,Georgia,Crisp County,23439,23433,22372
13,83,Georgia,Dade County,16633,16643,16116
13,85,Georgia,Dawson County,22330,22382,26108
13,87,Georgia,Decatur County,27842,27842,26404
13,89,Georgia,DeKalb County,691893,691961,759297
13,91,Georgia,Dodge County,21796,21796,20605
13,93,Georgia,Dooly County,14918,14925,13390
13,95,Georgia,Dougherty County,94565,94564,87956
13,97,Georgia,Douglas County,132403,132282,146343
13,99,Georgia,Early County,11008,11008,10190
13,101,Georgia,Echols County,4034,4023,4006
13,103,Georgia,Effingham County,52250,52255,64296
13,105,Georgia,Elbert County,20166,20164,19194
13,107,Georgia,Emanuel County,22598,22596,22646
13,109,Georgia,Evans County,11000,11002,10654
13,111,Georgia,Fannin County,23682,23709,26188
13,113,Georgia,Fayette County,106567,106560,114421
13,115,Georgia,Floyd County,96317,96314,98498
13,117,Georgia,Forsyth County,175511,175484,244252
13,119,Georgia,Franklin County,22084,22093,23349
13,121,Georgia,Fulton County,920581,920445,1063937
13,123,Georgia,Gilmer County,28292,28294,31369
13,125,Georgia,Glascock County,3082,3086,2971
13,127,Georgia,Glynn County,79626,79627,85292
13,129,Georgia,Gordon County,55186,55221,57963
13,131,Georgia,Grady County,25011,25013,24633
13,133,Georgia,Greene County,15994,15996,18324
13,135,Georgia,Gwinnett County,805321,805286,936250
13,137,Georgia,Habersham County,43041,43032,45328
13,139,Georgia,Hall County,179684,179724,204441
13,141,Georgia,Hancock County,9429,9401,8457
13,143,Georgia,Haralson County,28780,28775,29792
13,145,Georgia,Harris County,32024,31994,35236
13,147,Georgia,Hart County,25213,25210,26205
13,149,Georgia,Heard County,11834,11829,11923
13,151,Georgia,Henry County,203922,203777,234561
13,153,Georgia,Houston County,139900,139819,157863
13,155,Georgia,Irwin County,9538,9513,9416
13,157,Georgia,Jackson County,60485,60461,72977
13,159,Georgia,Jasper County,13900,13894,14219
13,161,Georgia,Jeff Davis County,15068,15074,15115
13,163,Georgia,Jefferson County,16930,16916,15362
13,165,Georgia,Jenkins County,8340,8333,8676
13,167,Georgia,Johnson County,9980,9974,9643
13,169,Georgia,Jones County,28669,28668,28735
13,171,Georgia,Lamar County,18317,18311,19077
13,173,Georgia,Lanier County,10078,10077,10423
13,175,Georgia,Laurens County,48434,48435,47546
13,177,Georgia,Lee County,28298,28295,29992
13,179,Georgia,Liberty County,63453,63585,61435
13,181,Georgia,Lincoln County,7996,7996,7921
13,183,Georgia,Long County,14464,14344,19559
13,185,Georgia,Lowndes County,109233,109248,117406
13,187,Georgia,Lumpkin County,29966,29953,33610
13,189,Georgia,McDuffie County,21875,21867,21312
